MonYear,Year,MonthNo,Deaths,Treatment,Effective,Pop,StdPop,Time,Trend,OrigData,Cause,Data Table,Characteristic
"Nov., 2014",2014,11,119,0,1,48627233,486.27233,190,110,1,FirearmHomicide,Table1,All
"Dec., 2014",2014,12,116,0,1,48627233,486.27233,191,111,1,FirearmHomicide,Table1,All
"Jan., 2015",2015,1,116,0,1,48752142,487.52142,192,112,0,FirearmHomicide,Table1,All
"Feb., 2015",2015,2,82,0,1,48752142,487.52142,193,113,0,FirearmHomicide,Table1,All
"Mar., 2015",2015,3,93,0,1,48752142,487.52142,194,114,0,FirearmHomicide,Table1,All
"Apr., 2015",2015,4,111,0,1,48752142,487.52142,195,115,0,FirearmHomicide,Table1,All
"May, 2015",2015,5,129,0,1,48752142,487.52142,196,116,0,FirearmHomicide,Table1,All
"Jun., 2015",2015,6,128,0,1,48752142,487.52142,197,117,0,FirearmHomicide,Table1,All
"Jul., 2015",2015,7,131,0,1,48752142,487.52142,198,118,0,FirearmHomicide,Table1,All
"Aug., 2015",2015,8,141,0,1,48752142,487.52142,199,119,0,FirearmHomicide,Table1,All
"Sep., 2015",2015,9,141,0,1,48752142,487.52142,200,120,0,FirearmHomicide,Table1,All
"Oct., 2015",2015,10,132,0,1,48752142,487.52142,201,121,0,FirearmHomicide,Table1,All
"Nov., 2015",2015,11,119,0,1,48752142,487.52142,202,122,0,FirearmHomicide,Table1,All
"Dec., 2015",2015,12,127,0,1,48752142,487.52142,203,123,0,FirearmHomicide,Table1,All
"Jan., 2016",2016,1,117,0,1,48851636,488.51636,204,124,0,FirearmHomicide,Table1,All
"Feb., 2016",2016,2,88,0,1,48851636,488.51636,205,125,0,FirearmHomicide,Table1,All
"Mar., 2016",2016,3,101,0,1,48851636,488.51636,206,126,0,FirearmHomicide,Table1,All
"Apr., 2016",2016,4,131,0,1,48851636,488.51636,207,127,0,FirearmHomicide,Table1,All
"May, 2016",2016,5,124,0,1,48851636,488.51636,208,128,0,FirearmHomicide,Table1,All
"Jun., 2016",2016,6,138,0,1,48851636,488.51636,209,129,0,FirearmHomicide,Table1,All
"Jul., 2016",2016,7,140,0,1,48851636,488.51636,210,130,0,FirearmHomicide,Table1,All
"Aug., 2016",2016,8,176,0,1,48851636,488.51636,211,131,0,FirearmHomicide,Table1,All
"Sep., 2016",2016,9,155,0,1,48851636,488.51636,212,132,0,FirearmHomicide,Table1,All
"Oct., 2016",2016,10,124,0,1,48851636,488.51636,213,133,0,FirearmHomicide,Table1,All
"Nov., 2016",2016,11,156,0,1,48851636,488.51636,214,134,0,FirearmHomicide,Table1,All
"Dec., 2016",2016,12,147,0,1,48851636,488.51636,215,135,0,FirearmHomicide,Table1,All
"Jan., 1999",1999,1,75,1,0,15759421,157.59421,1,0,1,AllHomicide,Table1,All
"Feb., 1999",1999,2,80,1,0,15759421,157.59421,2,0,1,AllHomicide,Table1,All
"Mar., 1999",1999,3,84,1,0,15759421,157.59421,3,0,1,AllHomicide,Table1,All
"Apr., 1999",1999,4,67,1,0,15759421,157.59421,4,0,1,AllHomicide,Table1,All
"May, 1999",1999,5,84,1,0,15759421,157.59421,5,0,1,AllHomicide,Table1,All
"Jun., 1999",1999,6,81,1,0,15759421,157.59421,6,0,1,AllHomicide,Table1,All
"Jul., 1999",1999,7,95,1,0,15759421,157.59421,7,0,1,AllHomicide,Table1,All
"Aug., 1999",1999,8,59,1,0,15759421,157.59421,8,0,1,AllHomicide,Table1,All
"Sep., 1999",1999,9,78,1,0,15759421,157.59421,9,0,1,AllHomicide,Table1,All
"Oct., 1999",1999,10,93,1,0,15759421,157.59421,10,0,1,AllHomicide,Table1,All
"Nov., 1999",1999,11,69,1,0,15759421,157.59421,11,0,1,AllHomicide,Table1,All
"Dec., 1999",1999,12,99,1,0,15759421,157.59421,12,0,1,AllHomicide,Table1,All
"Jan., 2000",2000,1,92,1,0,16047515,160.47515,13,0,1,AllHomicide,Table1,All
"Feb., 2000",2000,2,74,1,0,16047515,160.47515,14,0,1,AllHomicide,Table1,All
"Mar., 2000",2000,3,72,1,0,16047515,160.47515,15,0,1,AllHomicide,Table1,All
"Apr., 2000",2000,4,77,1,0,16047515,160.47515,16,0,1,AllHomicide,Table1,All
"May, 2000",2000,5,92,1,0,16047515,160.47515,17,0,1,AllHomicide,Table1,All
"Jun., 2000",2000,6,70,1,0,16047515,160.47515,18,0,1,AllHomicide,Table1,All
"Jul., 2000",2000,7,84,1,0,16047515,160.47515,19,0,1,AllHomicide,Table1,All
"Aug., 2000",2000,8,79,1,0,16047515,160.47515,20,0,1,AllHomicide,Table1,All
"Sep., 2000",2000,9,69,1,0,16047515,160.47515,21,0,1,AllHomicide,Table1,All
"Oct., 2000",2000,10,74,1,0,16047515,160.47515,22,0,1,AllHomicide,Table1,All
"Nov., 2000",2000,11,71,1,0,16047515,160.47515,23,0,1,AllHomicide,Table1,All
"Dec., 2000",2000,12,83,1,0,16047515,160.47515,24,0,1,AllHomicide,Table1,All
"Jan., 2001",2001,1,87,1,0,16356966,163.56966,25,0,1,AllHomicide,Table1,All
"Feb., 2001",2001,2,72,1,0,16356966,163.56966,26,0,1,AllHomicide,Table1,All
"Mar., 2001",2001,3,73,1,0,16356966,163.56966,27,0,1,AllHomicide,Table1,All
"Apr., 2001",2001,4,78,1,0,16356966,163.56966,28,0,1,AllHomicide,Table1,All
"May, 2001",2001,5,81,1,0,16356966,163.56966,29,0,1,AllHomicide,Table1,All
"Jun., 2001",2001,6,77,1,0,16356966,163.56966,30,0,1,AllHomicide,Table1,All
"Jul., 2001",2001,7,81,1,0,16356966,163.56966,31,0,1,AllHomicide,Table1,All
"Aug., 2001",2001,8,72,1,0,16356966,163.56966,32,0,1,AllHomicide,Table1,All
"Sep., 2001",2001,9,86,1,0,16356966,163.56966,33,0,1,AllHomicide,Table1,All
"Oct., 2001",2001,10,95,1,0,16356966,163.56966,34,0,1,AllHomicide,Table1,All
"Nov., 2001",2001,11,72,1,0,16356966,163.56966,35,0,1,AllHomicide,Table1,All
"Dec., 2001",2001,12,95,1,0,16356966,163.56966,36,0,1,AllHomicide,Table1,All
"Jan., 2002",2002,1,79,1,0,16689370,166.8937,37,0,1,AllHomicide,Table1,All
"Feb., 2002",2002,2,72,1,0,16689370,166.8937,38,0,1,AllHomicide,Table1,All
"Mar., 2002",2002,3,77,1,0,16689370,166.8937,39,0,1,AllHomicide,Table1,All
"Apr., 2002",2002,4,84,1,0,16689370,166.8937,40,0,1,AllHomicide,Table1,All
"May, 2002",2002,5,97,1,0,16689370,166.8937,41,0,1,AllHomicide,Table1,All
"Jun., 2002",2002,6,74,1,0,16689370,166.8937,42,0,1,AllHomicide,Table1,All
"Jul., 2002",2002,7,90,1,0,16689370,166.8937,43,0,1,AllHomicide,Table1,All
"Aug., 2002",2002,8,85,1,0,16689370,166.8937,44,0,1,AllHomicide,Table1,All
"Sep., 2002",2002,9,101,1,0,16689370,166.8937,45,0,1,AllHomicide,Table1,All
"Oct., 2002",2002,10,86,1,0,16689370,166.8937,46,0,1,AllHomicide,Table1,All
"Nov., 2002",2002,11,85,1,0,16689370,166.8937,47,0,1,AllHomicide,Table1,All
"Dec., 2002",2002,12,78,1,0,16689370,166.8937,48,0,1,AllHomicide,Table1,All
"Jan., 2003",2003,1,83,1,0,17004085,170.04085,49,0,1,AllHomicide,Table1,All
"Feb., 2003",2003,2,73,1,0,17004085,170.04085,50,0,1,AllHomicide,Table1,All
"Mar., 2003",2003,3,87,1,0,17004085,170.04085,51,0,1,AllHomicide,Table1,All
"Apr., 2003",2003,4,85,1,0,17004085,170.04085,52,0,1,AllHomicide,Table1,All
"May, 2003",2003,5,84,1,0,17004085,170.04085,53,0,1,AllHomicide,Table1,All
"Jun., 2003",2003,6,90,1,0,17004085,170.04085,54,0,1,AllHomicide,Table1,All
"Jul., 2003",2003,7,84,1,0,17004085,170.04085,55,0,1,AllHomicide,Table1,All
"Aug., 2003",2003,8,101,1,0,17004085,170.04085,56,0,1,AllHomicide,Table1,All
"Sep., 2003",2003,9,82,1,0,17004085,170.04085,57,0,1,AllHomicide,Table1,All
"Oct., 2003",2003,10,92,1,0,17004085,170.04085,58,0,1,AllHomicide,Table1,All
"Nov., 2003",2003,11,73,1,0,17004085,170.04085,59,0,1,AllHomicide,Table1,All
"Dec., 2003",2003,12,70,1,0,17004085,170.04085,60,0,1,AllHomicide,Table1,All
"Jan., 2004",2004,1,81,1,0,17415318,174.15318,61,0,1,AllHomicide,Table1,All
"Feb., 2004",2004,2,82,1,0,17415318,174.15318,62,0,1,AllHomicide,Table1,All
"Mar., 2004",2004,3,75,1,0,17415318,174.15318,63,0,1,AllHomicide,Table1,All
"Apr., 2004",2004,4,84,1,0,17415318,174.15318,64,0,1,AllHomicide,Table1,All
"May, 2004",2004,5,84,1,0,17415318,174.15318,65,0,1,AllHomicide,Table1,All
"Jun., 2004",2004,6,96,1,0,17415318,174.15318,66,0,1,AllHomicide,Table1,All
"Jul., 2004",2004,7,111,1,0,17415318,174.15318,67,0,1,AllHomicide,Table1,All
"Aug., 2004",2004,8,94,1,0,17415318,174.15318,68,0,1,AllHomicide,Table1,All
"Sep., 2004",2004,9,87,1,0,17415318,174.15318,69,0,1,AllHomicide,Table1,All
"Oct., 2004",2004,10,87,1,0,17415318,174.15318,70,0,1,AllHomicide,Table1,All
"Nov., 2004",2004,11,78,1,0,17415318,174.15318,71,0,1,AllHomicide,Table1,All
"Dec., 2004",2004,12,73,1,0,17415318,174.15318,72,0,1,AllHomicide,Table1,All
"Jan., 2005",2005,1,81,1,0,17842038,178.42038,73,0,1,AllHomicide,Table1,All
"Feb., 2005",2005,2,56,1,0,17842038,178.42038,74,0,1,AllHomicide,Table1,All
"Mar., 2005",2005,3,80,1,0,17842038,178.42038,75,0,1,AllHomicide,Table1,All
"Apr., 2005",2005,4,74,1,0,17842038,178.42038,76,0,1,AllHomicide,Table1,All
"May, 2005",2005,5,81,1,0,17842038,178.42038,77,0,1,AllHomicide,Table1,All
"Jun., 2005",2005,6,93,1,0,17842038,178.42038,78,0,1,AllHomicide,Table1,All
"Jul., 2005",2005,7,103,1,0,17842038,178.42038,79,0,1,AllHomicide,Table1,All
"Aug., 2005",2005,8,84,1,0,17842038,178.42038,80,0,1,AllHomicide,Table1,All
"Sep., 2005",2005,9,70,1,0,17842038,178.42038,81,0,1,AllHomicide,Table1,All
"Oct., 2005",2005,10,91,1,1,17842038,178.42038,82,1,1,AllHomicide,Table1,All
"Nov., 2005",2005,11,93,1,1,17842038,178.42038,83,2,1,AllHomicide,Table1,All
"Dec., 2005",2005,12,92,1,1,17842038,178.42038,84,3,1,AllHomicide,Table1,All
"Jan., 2006",2006,1,101,1,1,18166990,181.6699,85,4,1,AllHomicide,Table1,All
"Feb., 2006",2006,2,100,1,1,18166990,181.6699,86,5,1,AllHomicide,Table1,All
"Mar., 2006",2006,3,74,1,1,18166990,181.6699,87,6,1,AllHomicide,Table1,All
"Apr., 2006",2006,4,94,1,1,18166990,181.6699,88,7,1,AllHomicide,Table1,All
"May, 2006",2006,5,117,1,1,18166990,181.6699,89,8,1,AllHomicide,Table1,All
"Jun., 2006",2006,6,90,1,1,18166990,181.6699,90,9,1,AllHomicide,Table1,All
"Jul., 2006",2006,7,108,1,1,18166990,181.6699,91,10,1,AllHomicide,Table1,All
"Aug., 2006",2006,8,107,1,1,18166990,181.6699,92,11,1,AllHomicide,Table1,All
"Sep., 2006",2006,9,96,1,1,18166990,181.6699,93,12,1,AllHomicide,Table1,All
"Oct., 2006",2006,10,117,1,1,18166990,181.6699,94,13,1,AllHomicide,Table1,All
"Nov., 2006",2006,11,93,1,1,18166990,181.6699,95,14,1,AllHomicide,Table1,All
"Dec., 2006",2006,12,117,1,1,18166990,181.6699,96,15,1,AllHomicide,Table1,All
"Jan., 2007",2007,1,125,1,1,18367842,183.67842,97,16,1,AllHomicide,Table1,All
"Feb., 2007",2007,2,76,1,1,18367842,183.67842,98,17,1,AllHomicide,Table1,All
"Mar., 2007",2007,3,111,1,1,18367842,183.67842,99,18,1,AllHomicide,Table1,All
"Apr., 2007",2007,4,113,1,1,18367842,183.67842,100,19,1,AllHomicide,Table1,All
"May, 2007",2007,5,116,1,1,18367842,183.67842,101,20,1,AllHomicide,Table1,All
"Jun., 2007",2007,6,110,1,1,18367842,183.67842,102,21,1,AllHomicide,Table1,All
"Jul., 2007",2007,7,144,1,1,18367842,183.67842,103,22,1,AllHomicide,Table1,All
"Aug., 2007",2007,8,104,1,1,18367842,183.67842,104,23,1,AllHomicide,Table1,All
"Sep., 2007",2007,9,108,1,1,18367842,183.67842,105,24,1,AllHomicide,Table1,All
"Oct., 2007",2007,10,95,1,1,18367842,183.67842,106,25,1,AllHomicide,Table1,All
"Nov., 2007",2007,11,110,1,1,18367842,183.67842,107,26,1,AllHomicide,Table1,All
"Dec., 2007",2007,12,112,1,1,18367842,183.67842,108,27,1,AllHomicide,Table1,All
"Jan., 2008",2008,1,95,1,1,18527305,185.27305,109,28,1,AllHomicide,Table1,All
"Feb., 2008",2008,2,119,1,1,18527305,185.27305,110,29,1,AllHomicide,Table1,All
"Mar., 2008",2008,3,101,1,1,18527305,185.27305,111,30,1,AllHomicide,Table1,All
"Apr., 2008",2008,4,105,1,1,18527305,185.27305,112,31,1,AllHomicide,Table1,All
"May, 2008",2008,5,127,1,1,18527305,185.27305,113,32,1,AllHomicide,Table1,All
"Jun., 2008",2008,6,108,1,1,18527305,185.27305,114,33,1,AllHomicide,Table1,All
"Jul., 2008",2008,7,119,1,1,18527305,185.27305,115,34,1,AllHomicide,Table1,All
"Aug., 2008",2008,8,93,1,1,18527305,185.27305,116,35,1,AllHomicide,Table1,All
"Sep., 2008",2008,9,109,1,1,18527305,185.27305,117,36,1,AllHomicide,Table1,All
"Oct., 2008",2008,10,113,1,1,18527305,185.27305,118,37,1,AllHomicide,Table1,All
"Nov., 2008",2008,11,96,1,1,18527305,185.27305,119,38,1,AllHomicide,Table1,All
"Dec., 2008",2008,12,115,1,1,18527305,185.27305,120,39,1,AllHomicide,Table1,All
"Jan., 2009",2009,1,91,1,1,18652644,186.52644,121,40,1,AllHomicide,Table1,All
"Feb., 2009",2009,2,74,1,1,18652644,186.52644,122,41,1,AllHomicide,Table1,All
"Mar., 2009",2009,3,107,1,1,18652644,186.52644,123,42,1,AllHomicide,Table1,All
"Apr., 2009",2009,4,91,1,1,18652644,186.52644,124,43,1,AllHomicide,Table1,All
"May, 2009",2009,5,87,1,1,18652644,186.52644,125,44,1,AllHomicide,Table1,All
"Jun., 2009",2009,6,94,1,1,18652644,186.52644,126,45,1,AllHomicide,Table1,All
"Jul., 2009",2009,7,102,1,1,18652644,186.52644,127,46,1,AllHomicide,Table1,All
"Aug., 2009",2009,8,108,1,1,18652644,186.52644,128,47,1,AllHomicide,Table1,All
"Sep., 2009",2009,9,97,1,1,18652644,186.52644,129,48,1,AllHomicide,Table1,All
"Oct., 2009",2009,10,89,1,1,18652644,186.52644,130,49,1,AllHomicide,Table1,All
"Nov., 2009",2009,11,112,1,1,18652644,186.52644,131,50,1,AllHomicide,Table1,All
"Dec., 2009",2009,12,82,1,1,18652644,186.52644,132,51,1,AllHomicide,Table1,All
"Jan., 2010",2010,1,90,1,1,18846461,188.46461,133,52,1,AllHomicide,Table1,All
"Feb., 2010",2010,2,74,1,1,18846461,188.46461,134,53,1,AllHomicide,Table1,All
"Mar., 2010",2010,3,85,1,1,18846461,188.46461,135,54,1,AllHomicide,Table1,All
"Apr., 2010",2010,4,112,1,1,18846461,188.46461,136,55,1,AllHomicide,Table1,All
"May, 2010",2010,5,104,1,1,18846461,188.46461,137,56,1,AllHomicide,Table1,All
"Jun., 2010",2010,6,94,1,1,18846461,188.46461,138,57,1,AllHomicide,Table1,All
"Jul., 2010",2010,7,83,1,1,18846461,188.46461,139,58,1,AllHomicide,Table1,All
"Aug., 2010",2010,8,94,1,1,18846461,188.46461,140,59,1,AllHomicide,Table1,All
"Sep., 2010",2010,9,105,1,1,18846461,188.46461,141,60,1,AllHomicide,Table1,All
"Oct., 2010",2010,10,97,1,1,18846461,188.46461,142,61,1,AllHomicide,Table1,All
"Nov., 2010",2010,11,92,1,1,18846461,188.46461,143,62,1,AllHomicide,Table1,All
"Dec., 2010",2010,12,84,1,1,18846461,188.46461,144,63,1,AllHomicide,Table1,All
"Jan., 2011",2011,1,117,1,1,19097369,190.97369,145,64,1,AllHomicide,Table1,All
"Feb., 2011",2011,2,73,1,1,19097369,190.97369,146,65,1,AllHomicide,Table1,All
"Mar., 2011",2011,3,86,1,1,19097369,190.97369,147,66,1,AllHomicide,Table1,All
"Apr., 2011",2011,4,93,1,1,19097369,190.97369,148,67,1,AllHomicide,Table1,All
"May, 2011",2011,5,111,1,1,19097369,190.97369,149,68,1,AllHomicide,Table1,All
"Jun., 2011",2011,6,101,1,1,19097369,190.97369,150,69,1,AllHomicide,Table1,All
"Jul., 2011",2011,7,96,1,1,19097369,190.97369,151,70,1,AllHomicide,Table1,All
"Aug., 2011",2011,8,96,1,1,19097369,190.97369,152,71,1,AllHomicide,Table1,All
"Sep., 2011",2011,9,102,1,1,19097369,190.97369,153,72,1,AllHomicide,Table1,All
"Oct., 2011",2011,10,80,1,1,19097369,190.97369,154,73,1,AllHomicide,Table1,All
"Nov., 2011",2011,11,90,1,1,19097369,190.97369,155,74,1,AllHomicide,Table1,All
"Dec., 2011",2011,12,98,1,1,19097369,190.97369,156,75,1,AllHomicide,Table1,All
"Jan., 2012",2012,1,102,1,1,19341327,193.41327,157,76,1,AllHomicide,Table1,All
"Feb., 2012",2012,2,86,1,1,19341327,193.41327,158,77,1,AllHomicide,Table1,All
"Mar., 2012",2012,3,112,1,1,19341327,193.41327,159,78,1,AllHomicide,Table1,All
"Apr., 2012",2012,4,87,1,1,19341327,193.41327,160,79,1,AllHomicide,Table1,All
"May, 2012",2012,5,96,1,1,19341327,193.41327,161,80,1,AllHomicide,Table1,All
"Jun., 2012",2012,6,106,1,1,19341327,193.41327,162,81,1,AllHomicide,Table1,All
"Jul., 2012",2012,7,113,1,1,19341327,193.41327,163,82,1,AllHomicide,Table1,All
"Aug., 2012",2012,8,94,1,1,19341327,193.41327,164,83,1,AllHomicide,Table1,All
"Sep., 2012",2012,9,100,1,1,19341327,193.41327,165,84,1,AllHomicide,Table1,All
"Oct., 2012",2012,10,96,1,1,19341327,193.41327,166,85,1,AllHomicide,Table1,All
"Nov., 2012",2012,11,94,1,1,19341327,193.41327,167,86,1,AllHomicide,Table1,All
"Dec., 2012",2012,12,114,1,1,19341327,193.41327,168,87,1,AllHomicide,Table1,All
"Jan., 2013",2013,1,98,1,1,19584927,195.84927,169,88,1,AllHomicide,Table1,All
"Feb., 2013",2013,2,77,1,1,19584927,195.84927,170,89,1,AllHomicide,Table1,All
"Mar., 2013",2013,3,84,1,1,19584927,195.84927,171,90,1,AllHomicide,Table1,All
"Apr., 2013",2013,4,103,1,1,19584927,195.84927,172,91,1,AllHomicide,Table1,All
"May, 2013",2013,5,71,1,1,19584927,195.84927,173,92,1,AllHomicide,Table1,All
"Jun., 2013",2013,6,98,1,1,19584927,195.84927,174,93,1,AllHomicide,Table1,All
"Jul., 2013",2013,7,114,1,1,19584927,195.84927,175,94,1,AllHomicide,Table1,All
"Aug., 2013",2013,8,111,1,1,19584927,195.84927,176,95,1,AllHomicide,Table1,All
"Sep., 2013",2013,9,76,1,1,19584927,195.84927,177,96,1,AllHomicide,Table1,All
"Oct., 2013",2013,10,106,1,1,19584927,195.84927,178,97,1,AllHomicide,Table1,All
"Nov., 2013",2013,11,108,1,1,19584927,195.84927,179,98,1,AllHomicide,Table1,All
"Dec., 2013",2013,12,104,1,1,19584927,195.84927,180,99,1,AllHomicide,Table1,All
"Jan., 2014",2014,1,95,1,1,19897747,198.97747,181,100,1,AllHomicide,Table1,All
"Feb., 2014",2014,2,76,1,1,19897747,198.97747,182,101,1,AllHomicide,Table1,All
"Mar., 2014",2014,3,114,1,1,19897747,198.97747,183,102,1,AllHomicide,Table1,All
"Apr., 2014",2014,4,99,1,1,19897747,198.97747,184,103,1,AllHomicide,Table1,All
"May, 2014",2014,5,104,1,1,19897747,198.97747,185,104,1,AllHomicide,Table1,All
"Jun., 2014",2014,6,113,1,1,19897747,198.97747,186,105,1,AllHomicide,Table1,All
"Jul., 2014",2014,7,84,1,1,19897747,198.97747,187,106,1,AllHomicide,Table1,All
"Aug., 2014",2014,8,86,1,1,19897747,198.97747,188,107,1,AllHomicide,Table1,All
"Sep., 2014",2014,9,84,1,1,19897747,198.97747,189,108,1,AllHomicide,Table1,All
"Oct., 2014",2014,10,116,1,1,19897747,198.97747,190,109,1,AllHomicide,Table1,All
"Nov., 2014",2014,11,93,1,1,19897747,198.97747,191,110,1,AllHomicide,Table1,All
"Dec., 2014",2014,12,95,1,1,19897747,198.97747,192,111,1,AllHomicide,Table1,All
"Jan., 2015",2015,1,109,1,1,20268567,202.68567,193,112,0,AllHomicide,Table1,All
"Feb., 2015",2015,2,75,1,1,20268567,202.68567,194,113,0,AllHomicide,Table1,All
"Mar., 2015",2015,3,91,1,1,20268567,202.68567,195,114,0,AllHomicide,Table1,All
"Apr., 2015",2015,4,72,1,1,20268567,202.68567,196,115,0,AllHomicide,Table1,All
"May, 2015",2015,5,100,1,1,20268567,202.68567,197,116,0,AllHomicide,Table1,All
"Jun., 2015",2015,6,107,1,1,20268567,202.68567,198,117,0,AllHomicide,Table1,All
"Jul., 2015",2015,7,105,1,1,20268567,202.68567,199,118,0,AllHomicide,Table1,All
"Aug., 2015",2015,8,115,1,1,20268567,202.68567,200,119,0,AllHomicide,Table1,All
"Sep., 2015",2015,9,98,1,1,20268567,202.68567,201,120,0,AllHomicide,Table1,All
"Oct., 2015",2015,10,86,1,1,20268567,202.68567,202,121,0,AllHomicide,Table1,All
"Nov., 2015",2015,11,122,1,1,20268567,202.68567,203,122,0,AllHomicide,Table1,All
"Dec., 2015",2015,12,100,1,1,20268567,202.68567,204,123,0,AllHomicide,Table1,All
"Jan., 2016",2016,1,113,1,1,20656589,206.56589,205,124,0,AllHomicide,Table1,All
"Feb., 2016",2016,2,90,1,1,20656589,206.56589,206,125,0,AllHomicide,Table1,All
"Mar., 2016",2016,3,99,1,1,20656589,206.56589,207,126,0,AllHomicide,Table1,All
"Apr., 2016",2016,4,103,1,1,20656589,206.56589,208,127,0,AllHomicide,Table1,All
"May, 2016",2016,5,116,1,1,20656589,206.56589,209,128,0,AllHomicide,Table1,All
"Jun., 2016",2016,6,127,1,1,20656589,206.56589,210,129,0,AllHomicide,Table1,All
"Jul., 2016",2016,7,112,1,1,20656589,206.56589,211,130,0,AllHomicide,Table1,All
"Aug., 2016",2016,8,103,1,1,20656589,206.56589,212,131,0,AllHomicide,Table1,All
"Sep., 2016",2016,9,102,1,1,20656589,206.56589,213,132,0,AllHomicide,Table1,All
"Oct., 2016",2016,10,103,1,1,20656589,206.56589,214,133,0,AllHomicide,Table1,All
"Nov., 2016",2016,11,108,1,1,20656589,206.56589,215,134,0,AllHomicide,Table1,All
"Dec., 2016",2016,12,99,1,1,20656589,206.56589,216,135,0,AllHomicide,Table1,All
"Jan., 1999",1999,1,183,0,0,45577945,455.77945,0,0,1,AllHomicide,Table1,All
"Feb., 1999",1999,2,168,0,0,45577945,455.77945,1,0,1,AllHomicide,Table1,All
"Mar., 1999",1999,3,142,0,0,45577945,455.77945,2,0,1,AllHomicide,Table1,All
"Apr., 1999",1999,4,157,0,0,45577945,455.77945,3,0,1,AllHomicide,Table1,All
"May, 1999",1999,5,184,0,0,45577945,455.77945,4,0,1,AllHomicide,Table1,All
"Jun., 1999",1999,6,167,0,0,45577945,455.77945,5,0,1,AllHomicide,Table1,All
"Jul., 1999",1999,7,187,0,0,45577945,455.77945,6,0,1,AllHomicide,Table1,All
"Aug., 1999",1999,8,188,0,0,45577945,455.77945,7,0,1,AllHomicide,Table1,All
"Sep., 1999",1999,9,210,0,0,45577945,455.77945,8,0,1,AllHomicide,Table1,All
"Oct., 1999",1999,10,191,0,0,45577945,455.77945,9,0,1,AllHomicide,Table1,All
"Nov., 1999",1999,11,174,0,0,45577945,455.77945,10,0,1,AllHomicide,Table1,All
"Dec., 1999",1999,12,185,0,0,45577945,455.77945,11,0,1,AllHomicide,Table1,All
"Jan., 2000",2000,1,174,0,0,45901761,459.01761,12,0,1,AllHomicide,Table1,All
"Feb., 2000",2000,2,189,0,0,45901761,459.01761,13,0,1,AllHomicide,Table1,All
"Mar., 2000",2000,3,192,0,0,45901761,459.01761,14,0,1,AllHomicide,Table1,All
"Apr., 2000",2000,4,176,0,0,45901761,459.01761,15,0,1,AllHomicide,Table1,All
"May, 2000",2000,5,190,0,0,45901761,459.01761,16,0,1,AllHomicide,Table1,All
"Jun., 2000",2000,6,168,0,0,45901761,459.01761,17,0,1,AllHomicide,Table1,All
"Jul., 2000",2000,7,201,0,0,45901761,459.01761,18,0,1,AllHomicide,Table1,All
"Aug., 2000",2000,8,196,0,0,45901761,459.01761,19,0,1,AllHomicide,Table1,All
"Sep., 2000",2000,9,182,0,0,45901761,459.01761,20,0,1,AllHomicide,Table1,All
"Oct., 2000",2000,10,191,0,0,45901761,459.01761,21,0,1,AllHomicide,Table1,All
"Nov., 2000",2000,11,169,0,0,45901761,459.01761,22,0,1,AllHomicide,Table1,All
"Dec., 2000",2000,12,183,0,0,45901761,459.01761,23,0,1,AllHomicide,Table1,All
"Jan., 2001",2001,1,210,0,0,46161275,461.61275,24,0,1,AllHomicide,Table1,All
"Feb., 2001",2001,2,150,0,0,46161275,461.61275,25,0,1,AllHomicide,Table1,All
"Mar., 2001",2001,3,169,0,0,46161275,461.61275,26,0,1,AllHomicide,Table1,All
"Apr., 2001",2001,4,172,0,0,46161275,461.61275,27,0,1,AllHomicide,Table1,All
"May, 2001",2001,5,186,0,0,46161275,461.61275,28,0,1,AllHomicide,Table1,All
"Jun., 2001",2001,6,197,0,0,46161275,461.61275,29,0,1,AllHomicide,Table1,All
"Jul., 2001",2001,7,220,0,0,46161275,461.61275,30,0,1,AllHomicide,Table1,All
"Aug., 2001",2001,8,201,0,0,46161275,461.61275,31,0,1,AllHomicide,Table1,All
"Oct., 2001",2001,10,216,0,0,46161275,461.61275,32,0,1,AllHomicide,Table1,All
"Nov., 2001",2001,11,218,0,0,46161275,461.61275,33,0,1,AllHomicide,Table1,All
"Dec., 2001",2001,12,210,0,0,46161275,461.61275,34,0,1,AllHomicide,Table1,All
"Jan., 2002",2002,1,175,0,0,46385205,463.85205,35,0,1,AllHomicide,Table1,All
"Feb., 2002",2002,2,161,0,0,46385205,463.85205,36,0,1,AllHomicide,Table1,All
"Mar., 2002",2002,3,183,0,0,46385205,463.85205,37,0,1,AllHomicide,Table1,All
"Apr., 2002",2002,4,196,0,0,46385205,463.85205,38,0,1,AllHomicide,Table1,All
"May, 2002",2002,5,187,0,0,46385205,463.85205,39,0,1,AllHomicide,Table1,All
"Jun., 2002",2002,6,162,0,0,46385205,463.85205,40,0,1,AllHomicide,Table1,All
"Jul., 2002",2002,7,182,0,0,46385205,463.85205,41,0,1,AllHomicide,Table1,All
"Aug., 2002",2002,8,185,0,0,46385205,463.85205,42,0,1,AllHomicide,Table1,All
"Sep., 2002",2002,9,206,0,0,46385205,463.85205,43,0,1,AllHomicide,Table1,All
"Oct., 2002",2002,10,201,0,0,46385205,463.85205,44,0,1,AllHomicide,Table1,All
"Nov., 2002",2002,11,184,0,0,46385205,463.85205,45,0,1,AllHomicide,Table1,All
"Dec., 2002",2002,12,186,0,0,46385205,463.85205,46,0,1,AllHomicide,Table1,All
"Jan., 2003",2003,1,181,0,0,46579106,465.79106,47,0,1,AllHomicide,Table1,All
